Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Klassische Runge-Kutta-Nyström-Formeln mit Schrittweiten-Kontrolle für Differentialgleichungen
                
                  
                
                
$$\ddot x = f(t, x)$$","Computing","","10","4","10.1007/BF02242243","Dr. E. Fehlberg","1972","http://link.springer.com/article/10.1007/BF02242243","Article"
"Buchbesprechungen","Computing","","4","3","10.1007/BF02234776","E. SchmidL. CollatzR. SchnablR. Albrecht","1969","http://link.springer.com/article/10.1007/BF02234776","Article"
"Algorithmus 25 Verfahren zur gemischt-ganzzahligen, konvexen Optimierung","Computing","","14","4","10.1007/BF02253549","Prof. Dr. R. E. BurkardH. Enge","1975","http://link.springer.com/article/10.1007/BF02253549","Article"
"Ein Einschließungssatz zum Knapsack-Roblem","Computing","","9","2","10.1007/BF02236960","Dr. J. G. Lührs","1972","http://link.springer.com/article/10.1007/BF02236960","Article"
"Algorithmic error estimation for approximate solutions of nonlinear systems of equations","Computing","","19","4","10.1007/BF02252029","Dr. J. B. Kioustelidis","1978","http://link.springer.com/article/10.1007/BF02252029","Article"
"Charakterisierung des quasilinearen Raumes I(R) und Klassifizierung der quasilinearen Räume der Dimension 1 und 2","Computing","","10","1 - 2","10.1007/BF02242386","Dr. G. Schröder","1972","http://link.springer.com/article/10.1007/BF02242386","Article"
"An algorithm for computing smoothing splines in tension","Computing","","19","4","10.1007/BF02252033","S. Pruess","1978","http://link.springer.com/article/10.1007/BF02252033","Article"
"Numerische Erfahrungen bei der Lösung des dreidimensionalen Transportproblems","Computing","","17","2","10.1007/BF02276758","Dr. W. Junginger","1976","http://link.springer.com/article/10.1007/BF02276758","Article"
"Minimal parallelism for associative computations under time constraints","Computing","","22","2","10.1007/BF02253123","Prof. D. Heller","1979","http://link.springer.com/article/10.1007/BF02253123","Article"
"Über eine Penalty-Methode","Computing","","10","1 - 2","10.1007/BF02242390","K. Glashoff","1972","http://link.springer.com/article/10.1007/BF02242390","Article"
"An integral equation method for the numerical calculation of ion drift and diffusion in evaporated dielectrics","Computing","","17","2","10.1007/BF02276762","Dr. G. De Mey","1976","http://link.springer.com/article/10.1007/BF02276762","Article"
"Efficient algorithms for volterra integral equations of the second kind","Computing","","14","1 - 2","10.1007/BF02242314","Dr. M. E. A. El Tom","1975","http://link.springer.com/article/10.1007/BF02242314","Article"
"Der Quotientenautomat nach einem direkten Faktor einer Automorphismengruppe","Computing","","3","1","10.1007/BF02238101","Dr. phil. G. Feichtinger","1968","http://link.springer.com/article/10.1007/BF02238101","Article"
"Point and block SOR applied to a coupled set of difference equations","Computing","","12","3","10.1007/BF02293104","Dr. L. W. Ehrlich","1974","http://link.springer.com/article/10.1007/BF02293104","Article"
"Errorbounds for simple zeros of λ-matrices","Computing","","16","1 - 2","10.1007/BF02241976","J. Rokne","1976","http://link.springer.com/article/10.1007/BF02241976","Article"
"Ein kubisch konvergentes Einschließungsverfahren zur Inversion positiver Elemente","Computing","","19","2","10.1007/BF02252355","Prof. Dr. J. W. Schmidt","1977","http://link.springer.com/article/10.1007/BF02252355","Article"
"Prof. Inzinger zum 60. Geburtstag","Computing","","2","1","10.1007/BF02235507","E. BukovicsW. Knödel","1967","http://link.springer.com/article/10.1007/BF02235507","Article"
"Numerical solution of the singular Ginzburg-Landau equations by multiple shooting","Computing","","16","1 - 2","10.1007/BF02241980","Dipl.-Math. P. Rentrop","1976","http://link.springer.com/article/10.1007/BF02241980","Article"
"Die Bedeutung der Normalität bei rationaler Tschebyscheff-Approximation","Computing","","2","1","10.1007/BF02235511","Prof. Dr. H. Werner","1967","http://link.springer.com/article/10.1007/BF02235511","Article"
