"Contents of the DL"
"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Transactions","ACM Transactions on Asian and Low-Resource Language Information Processing ","ACM Trans. Asian Low-Resour. Lang. Inf. Process.","2375-4699","2375-4702","Volume 1 Issue 1 (March 2002)","Volume 18 Issue 4 (May 2019)","http://dl.acm.org/citation.cfm?id=J1521","http://dl.acm.org/citation.cfm?id=J1521&picked=prox"
"Transactions","ACM Transactions on Autonomous and Adaptive Systems ","ACM Trans. Auton. Adapt. Syst.","1556-4665","1556-4703","Volume 1 Issue 1 (September 2006)","Volume 13 Issue 3 (March 2019)","http://dl.acm.org/citation.cfm?id=J1010","http://dl.acm.org/citation.cfm?id=J1010&picked=prox"
"Transactions","ACM Transactions on Computation Theory ","ACM Trans. Comput. Theory","1942-3454","1942-3462","Volume 1 Issue 1 (February 2009)","Volume 11 Issue 4 (May 2019)","http://dl.acm.org/citation.cfm?id=J1190","http://dl.acm.org/citation.cfm?id=J1190&picked=prox"
"Transactions","ACM Transactions on Computational Logic ","ACM Trans. Comput. Logic","1529-3785","1557-945X","Volume 1 Issue 1 (July 2000)","Volume 20 Issue 2 (April 2019)","http://dl.acm.org/citation.cfm?id=J773","http://dl.acm.org/citation.cfm?id=J773&picked=prox"
"Transactions","ACM Transactions on Computer Systems ","ACM Trans. Comput. Syst.","0734-2071","1557-7333","Volume 1 Issue 1 (Feb. 1983)","Volume 36 Issue 2 (April 2019)","http://dl.acm.org/citation.cfm?id=J774","http://dl.acm.org/citation.cfm?id=J774&picked=prox"
"Transactions","ACM Transactions on Computer-Human Interaction ","ACM Trans. Comput.-Hum. Interact.","1073-0516","1557-7325","Volume 1 Issue 1 (March 1994)","Volume 26 Issue 3 (May 2019)","http://dl.acm.org/citation.cfm?id=J756","http://dl.acm.org/citation.cfm?id=J756&picked=prox"
"Transactions","ACM Transactions on Computing Education ","ACM Trans. Comput. Educ.","","1946-6226","Volume 1 Issue 1es (March 2001)","Volume 19 Issue 2 (February 2019) - Special Issue on Global Software Engineering Education","http://dl.acm.org/citation.cfm?id=J1193","http://dl.acm.org/citation.cfm?id=J1193&picked=prox"
"Transactions","ACM Transactions on Cyber-Physical Systems","ACM Trans. Cyber-Phys. Syst.","2378-962X","2378-9638","Volume 1 Issue 2 (February 2017)","Volume 3 Issue 2 (March 2019)","http://dl.acm.org/citation.cfm?id=J1536","http://dl.acm.org/citation.cfm?id=J1536&picked=prox"
"Transactions","ACM Transactions on Database Systems ","ACM Trans. Database Syst.","0362-5915","1557-4644","Volume 1 Issue 1 (March 1976)","Volume 44 Issue 2 (April 2019) - Best of PODS 2017 and Regular Papers","http://dl.acm.org/citation.cfm?id=J777","http://dl.acm.org/citation.cfm?id=J777&picked=prox"
"Transactions","ACM Transactions on Design Automation of Electronic Systems ","ACM Trans. Des. Autom. Electron. Syst.","1084-4309","1557-7309","Volume 1 Issue 1 (Jan. 1996)","Volume 24 Issue 3 (May 2019)","http://dl.acm.org/citation.cfm?id=J776","http://dl.acm.org/citation.cfm?id=J776&picked=prox"
"Transactions","ACM Transactions on Economics and Computation ","ACM Trans. Econ. Comput.","2167-8375","2167-8383","Volume 1 Issue 1 (January 2013)","Volume 7 Issue 1 (February 2019)","http://dl.acm.org/citation.cfm?id=J1359","http://dl.acm.org/citation.cfm?id=J1359&picked=prox"
"Transactions","ACM Transactions on Embedded Computing Systems ","ACM Trans. Embed. Comput. Syst.","1539-9087","1558-3465","Volume 1 Issue 1 (November 2002)","Volume 18 Issue 3 (May 2019)","http://dl.acm.org/citation.cfm?id=J840","http://dl.acm.org/citation.cfm?id=J840&picked=prox"
"Transactions","ACM Transactions on Graphics ","ACM Trans. Graph.","0730-0301","1557-7368","Volume 1 Issue 1 (Jan. 1982)","Volume 38 Issue 3 (May 2019)","http://dl.acm.org/citation.cfm?id=J778","http://dl.acm.org/citation.cfm?id=J778&picked=prox"
"Transactions","ACM Transactions on Human-Robot Interaction ","ACM Trans. Hum.-Robot Interact.","","2573-9522","Volume 1 Issue 1 (July 2012)","Volume 8 Issue 1 (March 2018)","http://dl.acm.org/citation.cfm?id=J1600","http://dl.acm.org/citation.cfm?id=J1600&picked=prox"
"Transactions","ACM Transactions on Information Systems ","ACM Trans. Inf. Syst.","1046-8188","1558-2868","Volume 1 Issue 1 (Jan. 1983)","Volume 37 Issue 3 (May 2019)","http://dl.acm.org/citation.cfm?id=J779","http://dl.acm.org/citation.cfm?id=J779&picked=prox"
"Transactions","ACM Transactions on Information and System Security ","ACM Trans. Inf. Syst. Secur.","1094-9224","1557-7406","Volume 1 Issue 1 (Nov. 1998)","Volume 18 Issue 4 (May 2016)","http://dl.acm.org/citation.cfm?id=J789","http://dl.acm.org/citation.cfm?id=J789&picked=prox"
"Transactions","ACM Transactions on Intelligent Systems and Technology ","ACM Trans. Intell. Syst. Technol.","2157-6904","2157-6912","Volume 1 Issue 1 (October 2010)","Volume 10 Issue 3 (May 2019)","http://dl.acm.org/citation.cfm?id=J1318","http://dl.acm.org/citation.cfm?id=J1318&picked=prox"
"Transactions","ACM Transactions on Interactive Intelligent Systems ","ACM Trans. Interact. Intell. Syst.","2160-6455","2160-6463","Volume 1 Issue 1 (October 2011)","Volume 9 Issue 2-3 (April 2019) - Special Issue on Highlights of ACM IUI 2017","http://dl.acm.org/citation.cfm?id=J1341","http://dl.acm.org/citation.cfm?id=J1341&picked=prox"
"Transactions","ACM Transactions on Internet Technology ","ACM Trans. Internet Technol.","1533-5399","1557-6051","Volume 1 Issue 1 (Aug. 2001)","Volume 19 Issue 3 (May 2019)","http://dl.acm.org/citation.cfm?id=J780","http://dl.acm.org/citation.cfm?id=J780&picked=prox"
"Transactions","ACM Transactions on Knowledge Discovery from Data ","ACM Trans. Knowl. Discov. Data","1556-4681","1556-472X","Volume 1 Issue 1 (March 2007)","Volume 13 Issue 3 (May 2019)","http://dl.acm.org/citation.cfm?id=J1054","http://dl.acm.org/citation.cfm?id=J1054&picked=prox"
"Transactions","ACM Transactions on Management Information Systems ","ACM Trans. Manage. Inf. Syst.","2158-656X","2158-6578","Volume 1 Issue 1 (December 2010)","Volume 10 Issue 1 (May 2019)","http://dl.acm.org/citation.cfm?id=J1320","http://dl.acm.org/citation.cfm?id=J1320&picked=prox"
"Transactions","ACM Transactions on Mathematical Software ","ACM Trans. Math. Softw.","0098-3500","1557-7295","Volume 1 Issue 1 (March 1975)","Volume 45 Issue 2 (April 2019)","http://dl.acm.org/citation.cfm?id=J782","http://dl.acm.org/citation.cfm?id=J782&picked=prox"
"Transactions","ACM Transactions on Modeling and Computer Simulation ","ACM Trans. Model. Comput. Simul.","1049-3301","1558-1195","Volume 1 Issue 1 (Jan. 1991)","Volume 29 Issue 2 (April 2019) - Special Issue for PADS 2017","http://dl.acm.org/citation.cfm?id=J781","http://dl.acm.org/citation.cfm?id=J781&picked=prox"
"Transactions","ACM Transactions on Modeling and Performance Evaluation of Computing Systems ","ACM Trans. Model. Perform. Eval. Comput. Syst.","2376-3639","2376-3647","Volume 1 Issue 1 (March 2016)","Volume 4 Issue 2 (April 2019)","http://dl.acm.org/citation.cfm?id=J1525","http://dl.acm.org/citation.cfm?id=J1525&picked=prox"
"Transactions","ACM Transactions on Multimedia Computing, Communications, and Applications ","ACM Trans. Multimedia Comput. Commun. Appl.","1551-6857","1551-6865","Volume 1 Issue 1 (February 2005)","Volume 15 Issue 1 (February 2019)","http://dl.acm.org/citation.cfm?id=J961","http://dl.acm.org/citation.cfm?id=J961&picked=prox"
"Transactions","ACM Transactions on Parallel Computing ","ACM Trans. Parallel Comput.","2329-4949","2329-4957","Volume 1 Issue 1 (September 2014)","Volume 6 Issue 1 (May 2019)","http://dl.acm.org/citation.cfm?id=J1496","http://dl.acm.org/citation.cfm?id=J1496&picked=prox"
"Transactions","ACM Transactions on Privacy and Security ","ACM Trans. Priv. Secur.","2471-2566","2471-2574","Volume 1 Issue 1 (Nov. 1998)","Volume 22 Issue 3 (April 2019)","http://dl.acm.org/citation.cfm?id=J1547","http://dl.acm.org/citation.cfm?id=J1547&picked=prox"
"Transactions","ACM Transactions on Programming Languages and Systems ","ACM Trans. Program. Lang. Syst.","0164-0925","1558-4593","Volume 1 Issue 1 (July 1979)","Volume 41 Issue 2 (April 2019)","http://dl.acm.org/citation.cfm?id=J783","http://dl.acm.org/citation.cfm?id=J783&picked=prox"
"Transactions","ACM Transactions on Reconfigurable Technology and Systems ","ACM Trans. Reconfigurable Technol. Syst.","1936-7406","1936-7414","Volume 1 Issue 1 (March 2008)","Volume 12 Issue 2 (May 2019)","http://dl.acm.org/citation.cfm?id=J1151","http://dl.acm.org/citation.cfm?id=J1151&picked=prox"
"Transactions","ACM Transactions on Sensor Networks ","ACM Trans. Sen. Netw.","1550-4859","1550-4867","Volume 1 Issue 1 (August 2005)","Volume 15 Issue 2 (April 2019)","http://dl.acm.org/citation.cfm?id=J981","http://dl.acm.org/citation.cfm?id=J981&picked=prox"
"Transactions","ACM Transactions on Social Computing","Trans. Soc. Comput.","2469-7818","2469-7826","Volume 1 Issue 1 (February 2018)","Volume 2 Issue 1 (February 2019)","http://dl.acm.org/citation.cfm?id=J1546","http://dl.acm.org/citation.cfm?id=J1546&picked=prox"
"Transactions","ACM Transactions on Software Engineering and Methodology ","ACM Trans. Softw. Eng. Methodol.","1049-331X","1557-7392","Volume 1 Issue 1 (Jan. 1992)","Volume 28 Issue 2 (April 2019)","http://dl.acm.org/citation.cfm?id=J790","http://dl.acm.org/citation.cfm?id=J790&picked=prox"
"Transactions","ACM Transactions on Spatial Algorithms and Systems ","ACM Trans. Spatial Algorithms Syst.","2374-0353","2374-0361","Volume 1 Issue 1 (August 2015)","Volume 4 Issue 4 (October 2018)","http://dl.acm.org/citation.cfm?id=J1514","http://dl.acm.org/citation.cfm?id=J1514&picked=prox"
"Transactions","ACM Transactions on Speech and Language Processing ","ACM Trans. Speech Lang. Process.","1550-4875","1550-4883","Volume 1 (November 2004)","Volume 10 Issue 4 (December 2013)","http://dl.acm.org/citation.cfm?id=J957","http://dl.acm.org/citation.cfm?id=J957&picked=prox"
"Transactions","ACM Transactions on Storage ","ACM Trans. Storage","1553-3077","1553-3093","Volume 1 Issue 1 (February 2005)","Volume 15 Issue 2 (May 2019)","http://dl.acm.org/citation.cfm?id=J960","http://dl.acm.org/citation.cfm?id=J960&picked=prox"
"Transactions","ACM Transactions on the Web ","ACM Trans. Web","1559-1131","1559-114X","Volume 1 Issue 1 (May 2007)","Volume 13 Issue 2 (April 2019)","http://dl.acm.org/citation.cfm?id=J1062","http://dl.acm.org/citation.cfm?id=J1062&picked=prox"
"Transactions","IEEE/ACM Transactions on Audio, Speech and Language Processing ","IEEE/ACM Trans. Audio, Speech and Lang. Proc.","2329-9290","2329-9304","Volume 22 Issue 1 (January 2014)","Volume 27 Issue 4 (April 2019)","http://dl.acm.org/citation.cfm?id=J1508","http://dl.acm.org/citation.cfm?id=J1508&picked=prox"
"Transactions","IEEE/ACM Transactions on Computational Biology and Bioinformatics ","IEEE/ACM Trans. Comput. Biol. Bioinformatics","1545-5963","","Volume 1 Issue 1 (January 2004)","Volume 16 Issue 1 (January 2019)","http://dl.acm.org/citation.cfm?id=J954","http://dl.acm.org/citation.cfm?id=J954&picked=prox"
"Transactions","IEEE/ACM Transactions on Networking ","IEEE/ACM Trans. Netw.","1063-6692","","Volume 1 Issue 1 (Feb. 1993)","Volume 27 Issue 1 (February 2019)","http://dl.acm.org/citation.cfm?id=J771","http://dl.acm.org/citation.cfm?id=J771&picked=prox"
"Magazines","ACM Inroads","ACM Inroads","2153-2184","2153-2192","Volume 1 Issue 1 (March 2010)","Volume 10 Issue 2 (June 2019)","http://dl.acm.org/citation.cfm?id=J1268","http://dl.acm.org/citation.cfm?id=J1268&picked=prox"
"Magazines","Communications of the ACM","Commun. ACM","0001-0782","1557-7317","Volume 1 Issue 1 (Jan. 1958)","Volume 62 Issue 5 (May 2019)","http://dl.acm.org/citation.cfm?id=J79","http://dl.acm.org/citation.cfm?id=J79&picked=prox"
"Magazines","Computers in Entertainment ","Comput. Entertain.","","1544-3574","Volume 1 Issue 1 (October 2003)","Volume 16 Issue 4 (November 2018) - FINAL EDITION","http://dl.acm.org/citation.cfm?id=J912","http://dl.acm.org/citation.cfm?id=J912&picked=prox"
"Magazines","Crossroads","Crossroads","1528-4972","1528-4980","Volume 1 Issue 1 (September 1994)","Volume 24 Issue 3 (Spring 2018) - Computers and Art","http://dl.acm.org/citation.cfm?id=J190","http://dl.acm.org/citation.cfm?id=J190&picked=prox"
"Magazines","Interactions","Interactions","1072-5520","1558-3449","Volume 1 Issue 1 (Jan. 1994)","Volume 26 Issue 3 (May - June 2019)","http://dl.acm.org/citation.cfm?id=J373","http://dl.acm.org/citation.cfm?id=J373&picked=prox"
"Magazines","Queue","Queue","1542-7730","1542-7749","Volume 1 Issue 1 (March 2003)","Volume 17 Issue 2 (March-April 2019) - Knowledge Graphs","http://dl.acm.org/citation.cfm?id=J882","http://dl.acm.org/citation.cfm?id=J882&picked=prox"
"Magazines","StandardView","StandardView","1067-9936","1557-7376","Volume 1 Issue 1 (Sept. 1993)","Volume 6 Issue 4 (Dec. 1998)","http://dl.acm.org/citation.cfm?id=J741","http://dl.acm.org/citation.cfm?id=J741&picked=prox"
"Magazines","Ubiquity","Ubiquity","","1530-2180","Volume 2000 Issue February (February 1 - February 28, 2000)","Volume 2019 Issue April (April 2019)","http://dl.acm.org/citation.cfm?id=J793","http://dl.acm.org/citation.cfm?id=J793&picked=prox"
"Magazines","XRDS: Crossroads, The ACM Magazine for Students","XRDS","1528-4972","1528-4980","Volume 1 Issue 1 (September 1994)","Volume 25 Issue 3 (Spring 2019) - AI and Interpretation","http://dl.acm.org/citation.cfm?id=J1271","http://dl.acm.org/citation.cfm?id=J1271&picked=prox"
"Magazines","eLearn","eLearn","","1535-394X","Volume 2001 Issue 5 (May 2001)","Volume 2019 Issue 5 (05-01-2019) - Special Issue: Paradigm Shifts in Global Higher Education and eLearning","http://dl.acm.org/citation.cfm?id=J815","http://dl.acm.org/citation.cfm?id=J815&picked=prox"
"Magazines","intelligence","Intelligence","1523-8822","1557-9425","Issue 24 (October 1970)","Volume 12 Issue 4 (Winter 2001)","http://dl.acm.org/citation.cfm?id=J372","http://dl.acm.org/citation.cfm?id=J372&picked=prox"
"Magazines","netWorker","netWorker","1091-3556","1558-3473","Volume 1 Issue 1 (March/April 1997)","Volume 13 Issue 4 (Winter 2009) - Health and Biomedical Informatics","http://dl.acm.org/citation.cfm?id=J582","http://dl.acm.org/citation.cfm?id=J582&picked=prox"
"Publications within Hosted Content","ALGOL Bulletin","ALGOL Bull.","0084-6198","","Issue 1 (Mar. 1959)","Issue 52 (Aug. 1988)","http://dl.acm.org/citation.cfm?id=J33","http://dl.acm.org/citation.cfm?id=J33&picked=prox"
"Publications within Hosted Content","Computational Linguistics","Comput. Linguist.","0891-2017","","Volume 6 Issue 1 (January-March 1980)","Volume 44 Issue 4 (December 2018)","http://dl.acm.org/citation.cfm?id=J25","http://dl.acm.org/citation.cfm?id=J25&picked=prox"
"Publications within Hosted Content","Evolutionary Computation","Evol. Comput.","1063-6560","1530-9304","Volume 1 Issue 1 (Spring 1993)","Volume 26 Issue 3 (Fall 2018)","http://dl.acm.org/citation.cfm?id=J277","http://dl.acm.org/citation.cfm?id=J277&picked=prox"
"Publications within Hosted Content","Journal of Computing Sciences in Colleges","J. Comput. Sci. Coll.","1937-4771","1937-4763","Volume 6 Issue 5 (May 1991)","Volume 34 Issue 3 (January 2019)","http://dl.acm.org/citation.cfm?id=J420","http://dl.acm.org/citation.cfm?id=J420&picked=prox"
"Publications within Hosted Content","Journal of Usability Studies","J. Usability Studies","1931-3357","","Volume 1 Issue 1 (November 2005)","Volume 14 Issue 1 (November 2018)","http://dl.acm.org/citation.cfm?id=J1340","http://dl.acm.org/citation.cfm?id=J1340&picked=prox"
"Publications within Hosted Content","Linux Journal","Linux J.","1075-3583","","Volume 1994 Issue 1es (March 1994)","Volume 2017 Issue 282 (October 2017)","http://dl.acm.org/citation.cfm?id=J508","http://dl.acm.org/citation.cfm?id=J508&picked=prox"
"Publications within Hosted Content","Personal and Ubiquitous Computing","Personal Ubiquitous Comput.","1617-4909","","Volume 4 Issue 4 (August 2000)","Volume 23 Issue 1 (February  2019)","http://dl.acm.org/citation.cfm?id=J822","http://dl.acm.org/citation.cfm?id=J822&picked=prox"
"Publications within Hosted Content","Proceedings of the VLDB Endowment","Proc. VLDB Endow.","2150-8097","","Volume 1 Issue 1 (August 2008)","Volume 12 Issue 7 (March 2019)","http://dl.acm.org/citation.cfm?id=J1174","http://dl.acm.org/citation.cfm?id=J1174&picked=prox"
"Publications within Hosted Content","The Journal of Machine Learning Research","J. Mach. Learn. Res.","1532-4435","1533-7928","Volume 1 (9/1/2001)","Volume 20 Issue 1 (January 2019)","http://dl.acm.org/citation.cfm?id=J832","http://dl.acm.org/citation.cfm?id=J832&picked=prox"
"Publications within Hosted Content","The VLDB Journal &#8212; The International Journal on Very Large Data Bases","The VLDB Journal","1066-8888","","Volume 1 Issue 1 (July 1992)","Volume 28 Issue 1 (February  2019)","http://dl.acm.org/citation.cfm?id=J869","http://dl.acm.org/citation.cfm?id=J869&picked=prox"
"SIG Newsletters","3C ON-LINE","3C ON-LINE","1078-2192","","Volume 1 Issue 1 (Oct. 1994)","Volume 4 Issue 4 (Oct., 1997)","http://dl.acm.org/citation.cfm?id=J685","http://dl.acm.org/citation.cfm?id=J685&picked=prox"
"SIG Newsletters","ACM Communications in Computer Algebra","ACM Commun. Comput. Algebra","1932-2240","","Issue 8 (December 1967)","Volume 52 Issue 3 (September 2018)","http://dl.acm.org/citation.cfm?id=J1000","http://dl.acm.org/citation.cfm?id=J1000&picked=prox"
"SIG Newsletters","ACM Lisp Bulletin","Lisp Bull.","","","Volume 4 Issue 9 (September 1969)","Issue 3 (December 1979)","http://dl.acm.org/citation.cfm?id=J1166","http://dl.acm.org/citation.cfm?id=J1166&picked=prox"
"SIG Newsletters","ACM SIGACCESS Accessibility and Computing","SIGACCESS Access. Comput.","1558-2337","1558-1187","Issue 77-78 (Sept. 2003 - Jan. 2004)","Issue 121 (June 2018)","http://dl.acm.org/citation.cfm?id=J956","http://dl.acm.org/citation.cfm?id=J956&picked=prox"
"SIG Newsletters","ACM SIGACT News","SIGACT News","0163-5700","","Issue 1 (April 1969)","Volume 50 Issue 1 (March 2019)","http://dl.acm.org/citation.cfm?id=J697","http://dl.acm.org/citation.cfm?id=J697&picked=prox"
"SIG Newsletters","ACM SIGAPL APL Quote Quad","SIGAPL APL Quote Quad","0163-6006","","Volume 3 Issue 1 (June 1971)","Volume 35 Issue 4 (December 2007)","http://dl.acm.org/citation.cfm?id=J46","http://dl.acm.org/citation.cfm?id=J46&picked=prox"
"SIG Newsletters","ACM SIGAPP Applied Computing Review","SIGAPP Appl. Comput. Rev.","1559-6915","1931-0161","Volume 1 Issue 1 (Winter 1993)","Volume 19 Issue 1 (March 2019)","http://dl.acm.org/citation.cfm?id=J693","http://dl.acm.org/citation.cfm?id=J693&picked=prox"
"SIG Newsletters","ACM SIGARCH Computer Architecture News","SIGARCH Comput. Archit. News","0163-5964","","Volume 1 Issue 1 (January 1972)","Volume 45 Issue 2 (May 2017) - ISCA'17","http://dl.acm.org/citation.cfm?id=J89","http://dl.acm.org/citation.cfm?id=J89&picked=prox"
"SIG Newsletters","ACM SIGART Bulletin","SIGART Bull.","0163-5719","","Issue 24 (October 1970)","Volume 12 Issue 4 (Winter 2001)","http://dl.acm.org/citation.cfm?id=J686","http://dl.acm.org/citation.cfm?id=J686&picked=prox"
"SIG Newsletters","ACM SIGAda Ada Letters","Ada Lett.","1094-3641","","Volume I Issue 1 (July-August 1981)","Volume 38 Issue 1 (June 2018)","http://dl.acm.org/citation.cfm?id=J32","http://dl.acm.org/citation.cfm?id=J32&picked=prox"
"SIG Newsletters","ACM SIGBED Review","SIGBED Rev.","","1551-3688","Volume 1 Issue 1 (April 2004)","Volume 16 Issue 1 (February 2019)","http://dl.acm.org/citation.cfm?id=J994","http://dl.acm.org/citation.cfm?id=J994&picked=prox"
"SIG Newsletters","ACM SIGBIO Newsletter","SIGBIO Newsl.","0163-5697","","Volume 1 Issue 2 (October 1976)","Volume 8 Issue 3 (December 2018)","http://dl.acm.org/citation.cfm?id=J698","http://dl.acm.org/citation.cfm?id=J698&picked=prox"
"SIG Newsletters","ACM SIGBioinformatics Record","ACM SIGBioinformatics Rec.","2331-9291","2159-1210","Volume 1 Issue 1 (January 2011)","Volume 7 Issue 3 (December 2017)","http://dl.acm.org/citation.cfm?id=J1323","http://dl.acm.org/citation.cfm?id=J1323&picked=prox"
"SIG Newsletters","ACM SIGCAPH Computers and the Physically Handicapped","SIGCAPH Comput. Phys. Handicap.","0163-5727","","Issue 5 (Fall 1971)","Issue 76 (June 2003)","http://dl.acm.org/citation.cfm?id=J298","http://dl.acm.org/citation.cfm?id=J298&picked=prox"
"SIG Newsletters","ACM SIGCAS Computers and Society","SIGCAS Comput. Soc.","0095-2737","","Volume 1 Issue 2 (April 1970)","Volume 48 Issue 2 (November 2018)","http://dl.acm.org/citation.cfm?id=J198","http://dl.acm.org/citation.cfm?id=J198&picked=prox"
"SIG Newsletters","ACM SIGCHI Bulletin","SIGCHI Bull.","0736-6906","","Volume 14 Issue 1 (July 1982)","Volume 32 Issue 2 (April 2000)","http://dl.acm.org/citation.cfm?id=J687","http://dl.acm.org/citation.cfm?id=J687&picked=prox"
"SIG Newsletters","ACM SIGCHI Bulletin - a supplement to <i>interactions</i>","SIGCHI Bull.: suppl. <i>interactions</i>","","1558-1217","Volume 2000 (July/August 2000)","Volume 2003 (May-June 2003)","http://dl.acm.org/citation.cfm?id=J122","http://dl.acm.org/citation.cfm?id=J122&picked=prox"
